epoch,train_loss,val_loss,train_top1_acc,val_top1_acc,train_macro_f1,val_macro_f1,val_balanced_acc,lr_backbone,lr_head,grad_norm_mean,grad_norm_max,skipped_batches,epoch_time_sec
0,2.382185672891551,2.287379175424576,0.09698275862068965,0.10638297872340426,0.07499146980019977,0.08906078912377904,0.12869422244422243,0.0,0.0,0.999999884669064,0.9999999904597153,0,12.62911605834961
1,2.3137344491892846,2.147792011499405,0.1400862068965517,0.2170212765957447,0.12255119599521322,0.1911900991350144,0.22038130520273377,2e-05,0.0002,0.9999998953209102,1.0000000135940645,0,10.586039066314697
2,2.117460871564931,2.015707314014435,0.20797413793103448,0.3404255319148936,0.19738708589335277,0.3097801518300919,0.3254429102643388,4e-05,0.0004,0.9999998571526308,0.999999991328898,0,10.696480989456177
3,1.9715747833251953,1.9562413543462753,0.32112068965517243,0.39574468085106385,0.29483562366670835,0.3420941206458864,0.3658132542061113,6e-05,0.0006,0.9999998692926821,0.999999994676022,0,10.5178964138031
4,1.8736203538960423,1.9327311366796494,0.3448275862068966,0.4723404255319149,0.3305705945815868,0.39313829128377475,0.4025562730919874,8e-05,0.0008,0.9999998313158677,0.9999999499332832,0,10.059094190597534
5,1.9744752517768316,1.807215765118599,0.32254464285714285,0.39574468085106385,0.2971147712616585,0.38818416152739,0.4301739926739927,0.0001,0.001,0.9655171470085784,1.0000000098779647,1,15.014344930648804
6,1.8890515195912327,1.7913012951612473,0.3609913793103448,0.44680851063829785,0.3286307797371425,0.4201115605312835,0.43975072546501115,9.991845519630678e-05,0.0009991845519630679,0.9999999185359072,1.000000040970363,0,14.485114812850952
7,1.8214496501854487,1.7349722236394882,0.35044642857142855,0.4765957446808511,0.32689982967749254,0.4321472832399901,0.4751102072530644,9.967408676742751e-05,0.0009967408676742752,0.9655171753231608,0.9999999968946724,1,14.017883062362671
8,1.8297767351413596,1.6779552102088928,0.33512931034482757,0.4808510638297872,0.3104362093423718,0.4445889459825465,0.49521212914070056,9.926769179238466e-05,0.0009926769179238466,0.9999999426689563,1.000000013800017,0,14.168364763259888
9,1.7209003834888852,1.7108206301927567,0.38362068965517243,0.5404255319148936,0.3591160385767662,0.5098513034343646,0.5410437776509205,9.870059584711668e-05,0.0009870059584711668,0.9999999307592924,1.0000000176550916,0,14.014433860778809
10,1.78365971302164,1.648208498954773,0.3739224137931034,0.5276595744680851,0.3489833450470555,0.48229157062511524,0.5275815454386883,9.797464868072488e-05,0.0009797464868072487,0.9999999209742734,1.00000003960434,0,14.53388237953186
11,1.6150850674201702,1.56357741355896,0.4418103448275862,0.5702127659574469,0.4157483544142142,0.5314613402929461,0.5723884250669965,9.709221818197624e-05,0.0009709221818197624,0.9999999193185112,1.0000000539312355,0,14.030114889144897
12,1.6118948048558728,1.6335561722517014,0.5107758620689655,0.5106382978723404,0.48470602824167697,0.4737608210705347,0.5040926335569192,9.60561826557425e-05,0.0009605618265574251,0.9999999147400304,1.0000000115064385,0,14.167246341705322
13,1.684719862609074,1.574974313378334,0.4073275862068966,0.5191489361702127,0.37997590489343447,0.49513516904821253,0.557165552701267,9.486992143456792e-05,0.0009486992143456792,0.9999999320939514,1.0000000188995313,0,13.967995643615723
14,1.4970308213398373,1.5404674410820007,0.5107758620689655,0.6127659574468085,0.4720280544488177,0.5704719787840712,0.6027474509617367,9.353730385598887e-05,0.0009353730385598887,0.9999999175610275,1.0000000091487329,0,13.732860326766968
15,1.5437747383939808,1.548698902130127,0.46336206896551724,0.6553191489361702,0.42928524257245815,0.6027287656830063,0.6266957249100106,9.206267664155907e-05,0.0009206267664155906,0.9999998913214558,1.0000000109058178,0,14.24433422088623
16,1.4525724587769344,1.4909223914146423,0.5075431034482759,0.6468085106382979,0.48838651894625706,0.5948401123403273,0.6232269714412572,9.045084971874738e-05,0.0009045084971874737,0.9999998958118921,0.9999999768282609,0,13.86414384841919
17,1.6000414059079926,1.4616644829511642,0.47413793103448276,0.6510638297872341,0.4483501997392034,0.6175002344302143,0.6333780306994592,8.870708053195413e-05,0.0008870708053195413,0.9999999001245794,0.9999999847679664,0,14.325679779052734
18,1.3630733346116954,1.4490146040916443,0.5959051724137931,0.6085106382978723,0.5690451482598969,0.5557569002399114,0.5897163352520496,8.683705689382024e-05,0.0008683705689382025,0.9999999098909004,1.000000020566872,0,14.169763565063477
19,1.40641326534337,1.47244194149971,0.5280172413793104,0.6212765957446809,0.5038287222783921,0.5618629650662266,0.5925572443429586,8.484687843276469e-05,0.0008484687843276469,0.9999999036663547,0.9999999953241573,0,14.01511549949646
20,1.3610543999178657,1.5234685838222504,0.5150862068965517,0.6382978723404256,0.4830656776646275,0.5690158827713193,0.5652209893281321,8.274303669726426e-05,0.0008274303669726426,0.9999998784467783,0.9999999926578853,0,13.952880144119263
21,1.456016100686172,1.4669285714626312,0.5075431034482759,0.6297872340425532,0.47743680977557545,0.5727496079732706,0.6043475373832516,8.053239398177191e-05,0.0008053239398177191,0.9999998855918922,1.0000000101915971,0,13.886234283447266
22,1.3621482109201366,1.4650557488203049,0.5603448275862069,0.6425531914893617,0.5370525466377858,0.5783630081217894,0.5957787252430109,7.822216094333847e-05,0.0007822216094333848,0.9999998711538661,0.9999999984408338,0,14.069839477539062
23,1.373855905286197,1.4510062634944916,0.5829741379310345,0.6723404255319149,0.554099412686684,0.6303957658439627,0.6393190143190143,7.58198730819481e-05,0.000758198730819481,0.9999998755504719,1.0000000100629807,0,14.384578466415405
24,1.3964680124973428,1.3884387165307999,0.5851293103448276,0.6553191489361702,0.5445954105796023,0.6124084967920826,0.6343334245119959,7.333336616128369e-05,0.0007333336616128369,0.9999998853982093,0.9999999806281609,0,13.655661821365356
25,1.223694817773227,1.4485288709402084,0.634698275862069,0.7021276595744681,0.6104980069474316,0.6523767958241817,0.6683093692022264,7.077075065009433e-05,0.0007077075065009433,0.9999998643075197,0.9999999581061045,0,13.900221347808838
26,1.1822466521427548,1.4279982894659042,0.6002155172413793,0.6723404255319149,0.5854195779954465,0.6211887951039026,0.6424622004979148,6.814038526753205e-05,0.0006814038526753205,0.9999998503469091,0.9999999841960343,0,13.888537645339966
27,1.3644469955871845,1.4528834819793701,0.6842672413793104,0.6808510638297872,0.6549522987528739,0.6367224945533769,0.635429550608122,6.545084971874738e-05,0.0006545084971874737,0.9999998729289331,0.999999997592608,0,13.491615772247314
28,1.1059802873381253,1.3935005366802216,0.7521551724137931,0.7021276595744681,0.7273759288959243,0.6442524516185231,0.6518853170638885,6.271091670967436e-05,0.0006271091670967436,0.9999998236821939,1.000000005139601,0,13.832063674926758
29,1.3180548445931797,1.407657414674759,0.6357758620689655,0.676595744680851,0.6128214298819374,0.6298266486085766,0.6368611547182976,5.992952333228728e-05,0.0005992952333228728,0.9999998211016435,0.9999999654675019,0,13.711094379425049
30,1.3288593970496079,1.4173404425382614,0.5387931034482759,0.6893617021276596,0.5092336542607871,0.6410720746715988,0.6388611388611388,5.7115741913664264e-05,0.0005711574191366427,0.9999998285490759,0.9999999807049404,0,13.950596570968628
31,1.2594986804600419,1.3984435200691223,0.728448275862069,0.723404255319149,0.6934679935833927,0.6770450123891579,0.6818419675562533,5.427875042394199e-05,0.0005427875042394199,0.9999998449633424,0.9999999788957286,0,12.614685297012329
32,1.2269245427230309,1.366695448756218,0.677801724137931,0.676595744680851,0.6711654109057574,0.6305457359426521,0.6694818078746649,5.142780253968481e-05,0.0005142780253968481,0.9999998327710865,0.9999999475492347,0,12.942384719848633
33,1.1728056730895207,1.3722566813230515,0.6551724137931034,0.7361702127659574,0.6174437173495738,0.6855956220959236,0.6641518204018204,4.85721974603152e-05,0.0004857219746031519,0.9999998248161177,0.9999999417003835,0,13.14363694190979
34,1.2066696820587948,1.3923009186983109,0.6864224137931034,0.7021276595744681,0.662255704079719,0.6487394156494393,0.652360040752898,4.5721249576058027e-05,0.0004572124957605803,0.999999806155634,0.9999999238880579,0,12.96509075164795
35,1.2239802623617237,1.3732499331235886,0.5948275862068966,0.7021276595744681,0.5524529204101544,0.6404357192475523,0.6454497883069311,4.288425808633575e-05,0.0004288425808633575,0.9999998030203806,0.999999952322861,0,13.043353796005249
36,1.2571104477191795,1.3653231710195541,0.5765086206896551,0.7106382978723405,0.5296031380955089,0.6679308392977092,0.6588480963480963,4.007047666771274e-05,0.00040070476667712743,0.9999997894715806,0.9999999601159629,0,13.198028087615967
37,1.1189172391233773,1.383086234331131,0.709051724137931,0.7021276595744681,0.6754730226956551,0.6545628217020405,0.6625547071975644,3.728908329032567e-05,0.00037289083290325663,0.9999997694373012,0.9999999674792459,0,13.257983684539795
38,1.1252259406550178,1.3582907766103745,0.6993534482758621,0.7404255319148936,0.6874998479256833,0.6867959254304427,0.6875599598813884,3.4549150281252636e-05,0.00034549150281252633,0.9999998026461558,1.0000000047738296,0,12.652260303497314
39,1.1625458433710296,1.3390228003263474,0.6756465517241379,0.7446808510638298,0.651962098704626,0.7017529036582102,0.7094294594294595,3.1859614732467954e-05,0.00031859614732467957,0.9999997912884143,1.0000000148625592,0,13.698091268539429
40,1.230286419391632,1.3313726484775543,0.6875,0.7021276595744681,0.653134680441025,0.6580671406055179,0.6649189104546247,2.9229249349905684e-05,0.0002922924934990568,0.999999816694481,0.9999999853783061,0,14.966285228729248
41,1.2061140537261963,1.3679931163787842,0.6993534482758621,0.7276595744680852,0.6804852071833088,0.6734211672126729,0.673956499849357,2.6666633838716314e-05,0.00026666633838716316,0.9999997587122681,1.000000024227355,0,14.203423500061035
42,1.0911106734440243,1.3556772619485855,0.6907327586206896,0.7063829787234043,0.6621880565634672,0.653246728839482,0.6571261080189652,2.418012691805191e-05,0.00024180126918051909,0.9999997410455856,0.9999999167185386,0,13.132499694824219
43,1.2707720275582939,1.3375707864761353,0.6109913793103449,0.7191489361702128,0.584680206055515,0.6642138313281435,0.6759440955869527,2.1777839056661554e-05,0.00021777839056661552,0.9999997859095109,1.0000000382561316,0,13.897676229476929
44,1.1822047850181316,1.328163042664528,0.7133620689655172,0.723404255319149,0.6850267732004383,0.6668001199791243,0.6740328124256696,1.946760601822809e-05,0.0001946760601822809,0.9999997816152526,0.9999999933856708,0,13.893090963363647
45,1.127125727719274,1.359628602862358,0.6616379310344828,0.7319148936170212,0.6438184098427016,0.674236127789007,0.6655928396999825,1.725696330273575e-05,0.0001725696330273575,0.9999997228954641,0.9999999375911892,0,13.960294723510742
46,1.1402549825865647,1.3366192877292633,0.8157327586206896,0.7148936170212766,0.8000111394153278,0.6597718732328341,0.6727662218733648,1.4661042244604391e-05,0.00013801618719291655,0.999999729421994,0.9999999689215857,0,13.70569920539856
47,1.3219212067538295,1.338096022605896,0.6584051724137931,0.7404255319148936,0.6067680543885476,0.6873853322503384,0.6926768667840096,1.22887271325281e-05,9.80118831227791e-05,0.999999782283709,0.9999999483054699,0,13.643237352371216
48,1.3123579086928532,1.3430774509906769,0.7036637931034483,0.7446808510638298,0.6882886581266833,0.6825704015712186,0.6864261730333159,1.068248570026249e-05,6.433262105266274e-05,0.9999998027957611,0.9999999619854397,0,13.058777093887329
49,1.1414234371020877,1.3342011719942093,0.6422413793103449,0.7319148936170212,0.6348447220521063,0.6774025644740654,0.6826070754642183,9.875388202501896e-06,3.362927022752083e-05,0.9999997155318358,0.9999999635094431,0,13.004211902618408
