epoch,train_loss,val_loss,train_top1_acc,val_top1_acc,train_macro_f1,val_macro_f1,val_balanced_acc,lr_backbone,lr_head,grad_norm_mean,grad_norm_max,skipped_batches,epoch_time_sec
39,1.091209995335546,1.3831803798675537,0.7661637931034483,0.7276595744680852,0.7371374553931016,0.6787921899003998,0.6842309476238047,3.1859614732467954e-05,0.00031859614732467957,0.9999995355909141,0.9999998868004791,0,15.014057397842407
40,1.1747096982495537,1.3716540038585663,0.6454741379310345,0.7404255319148936,0.6085380720136718,0.6860218879030759,0.6929360322217465,2.9229249349905684e-05,0.0002922924934990568,0.9999995975911196,0.9999999460196334,0,15.35835576057434
41,1.3121598095729434,1.398534581065178,0.6616379310344828,0.7319148936170212,0.6396685146756775,0.6822909916783375,0.6901595428381142,2.6666633838716314e-05,0.00026666633838716316,0.9999996090045711,0.9999999353651929,0,15.683701753616333
42,1.285452088405346,1.4035791903734207,0.5948275862068966,0.7106382978723405,0.5595812027582773,0.656131444191464,0.6575686218543362,2.418012691805191e-05,0.00024180126918051909,0.999999597755612,0.9999999428480395,0,15.461200475692749
43,1.1085281515943592,1.3736905753612518,0.7004310344827587,0.723404255319149,0.6715876147977242,0.6669537730925827,0.6720244041672613,2.1777839056661554e-05,0.00021777839056661552,0.9997124839254036,0.9999998709275328,0,16.13014316558838
44,1.2139602899551392,1.3851653635501862,0.6734913793103449,0.723404255319149,0.6575853854117163,0.6695153268511487,0.676488689881547,1.946760601822809e-05,0.0001946760601822809,0.9999995450476107,0.9999998436400843,0,15.499788522720337
45,1.2574436582367996,1.3713493347167969,0.6842672413793104,0.7276595744680852,0.6413247897355177,0.6743172856827357,0.6799609121037692,1.725696330273575e-05,0.0001725696330273575,0.9934689500638844,0.9999998486702167,0,15.060874462127686
46,1.1971862480558197,1.3673113882541656,0.6918103448275862,0.6978723404255319,0.6707598680711175,0.6405169084175903,0.6503987084344227,1.4661042244604391e-05,0.00013801618719291655,0.9987258730346014,0.9999998150975408,0,15.126208782196045
47,1.195193823041587,1.377630889415741,0.6810344827586207,0.7276595744680852,0.6604410713353982,0.6687742944053623,0.6708014208014208,1.22887271325281e-05,9.80118831227791e-05,0.9935884014712393,0.9999998423837053,0,15.228084087371826
48,1.1214554350951622,1.3782900124788284,0.697198275862069,0.7191489361702128,0.6710422872370003,0.6665606733870014,0.6702345273773844,1.068248570026249e-05,6.433262105266274e-05,0.9944094727416489,0.9999998354858051,0,14.917754173278809
49,1.2330658600248139,1.374643474817276,0.65625,0.7276595744680852,0.6356306176700899,0.6751704051584979,0.6761105957534529,9.875388202501896e-06,3.362927022752083e-05,0.9946368881073469,0.9999999410153044,0,15.197505474090576
50,1.2456655070699494,1.3774261623620987,0.6756465517241379,0.723404255319149,0.643929976278427,0.6658572299313807,0.6704599963528535,1e-05,1e-05,0.9869748621012789,0.9999998482603838,0,15.20081353187561
51,1.209544354471667,1.3672790229320526,0.6767241379310345,0.7319148936170212,0.6477303820516448,0.6719878875943762,0.673352441209584,1e-05,1e-05,0.9999995733916319,0.9999998344575642,0,15.357277393341064
52,1.1710259071711837,1.3808292746543884,0.7413793103448276,0.723404255319149,0.7016818104121159,0.666437235206373,0.6673291985791985,1e-05,1e-05,0.9980110597224856,0.9999998334490047,0,14.951183795928955
53,1.2998245337913776,1.3714495152235031,0.6142241379310345,0.7191489361702128,0.5771285859831247,0.6650142745185849,0.6724441233369804,1e-05,1e-05,0.999999593990864,0.9999998631245055,0,14.733883380889893
54,1.171756123674327,1.3719009310007095,0.7295258620689655,0.7319148936170212,0.7106664649234421,0.6743130122784029,0.6808712121212122,1e-05,1e-05,0.9997644709914071,0.9999999172862322,0,15.243106842041016
55,1.0643556241331429,1.3543975502252579,0.7855603448275862,0.7319148936170212,0.7662750029137364,0.6773252279635258,0.6850703859632431,1e-05,1e-05,0.9909328554996029,0.9999998422444254,0,15.172322511672974
