xai_method,correct_mean,incorrect_mean,delta,wilcoxon_p,bonferroni_p,significant
gradcam,0.39423995942101386,0.3300859489023633,0.06415401051865055,0.007278048624701636,0.04366829174820982,True
gradcam_pp,0.3328478703973153,0.2967405738271109,0.036107296570204395,0.12304688869412649,0.7382813321647589,False
scorecam,0.1474929867913423,0.152685998529335,-0.00519301173799272,0.9209009777842231,1.0,False
eigencam,0.22343782415381763,0.2082071675370918,0.015230656616725846,0.6199076236058361,1.0,False
saliency,0.05940040539408797,0.0664500339740264,-0.00704962857993844,0.22273527444792285,1.0,False
integrated_gradients,0.07055513724669879,0.07536338621134872,-0.0048082489646499305,0.5284774996976884,1.0,False
