class_label,sc,cc,wcis,exbale,flag_rate
0,0.2547754536004507,0.43369277392547845,0.3914462616640984,0.25210015628151544,0.38235294117647056
1,0.1953619422816568,0.5603395767193944,0.3527275209036765,0.24558608438854546,0.29305555555555557
2,0.19007972693532815,0.3795862096248923,0.33720571800511523,0.21333011439955765,0.46865671641791046
3,0.20375407258641495,0.5128233759121841,0.3535092510282993,0.24098372061079762,0.3333333333333333
4,0.21051470667571953,0.400883585109087,0.35454081246492325,0.21364914371288282,0.4375
5,0.2659435586209172,0.24073138095938318,0.40873709868775104,0.20857568168429078,0.5159420289855072
6,0.18722075297529955,0.5444601304636445,0.3324496632859943,0.23343271485035091,0.3229166666666667
7,0.15016145425455202,0.2545970264554787,0.28315342799578497,0.15391179861057253,0.6121212121212121
