class_label,sc,cc,wcis,exbale,flag_rate
0,0.13085083137652995,0.4728829392009085,0.2934524172234495,0.17601049856438522,0.396078431372549
1,0.07605627555631667,0.5575042452149432,0.21653189567061615,0.14246849280363327,0.3729166666666667
2,0.10114056989937009,0.40419622986054776,0.2538128399421521,0.14957026336883128,0.517910447761194
3,0.07990860348947633,0.4807598850983312,0.2347579884314627,0.1390936559520665,0.4621212121212121
4,0.09406542575078225,0.4901674036089348,0.24374376123644953,0.14173699754439842,0.42083333333333334
5,0.07698817381460393,0.17671583358933432,0.2024532701242856,0.07593456851187882,0.7442028985507246
6,0.12695084489727787,0.6111506409066048,0.2734494666074169,0.1997547568857208,0.28541666666666665
7,0.1307208998014976,0.3812253251037641,0.2973149569112468,0.17145561492966432,0.5151515151515151
