class_label,sc,cc,wcis,exbale,flag_rate
0,0.0949973647219602,0.4545847649167353,0.2535494110338999,0.14516151526582483,0.475
1,0.0976211960807204,0.5540368258491699,0.26766678724864806,0.16595120154425436,0.38680555555555557
2,0.09491591021341607,0.33755635495877206,0.24318318906295475,0.1315165598118024,0.5940298507462687
3,0.12135091780983873,0.5175417005253609,0.288209548192687,0.17797085238144683,0.3787878787878788
4,0.11089470917697056,0.43452491448825487,0.259494651384557,0.146978112401785,0.49375
5,0.08409734169868868,0.21076563039887003,0.23859647961607133,0.09817878150956307,0.7028985507246377
6,0.1118871853691743,0.5269545333018535,0.274096006702166,0.17469372203089287,0.3958333333333333
7,0.08789686306867327,0.2461977259323114,0.22640923152473322,0.0990445482322683,0.6848484848484848
