class_label,sc,cc,wcis,exbale,flag_rate
0,0.18787679540240818,0.6640931832765868,0.3481534310748982,0.270116370363639,0.25392156862745097
1,0.12119067761157414,0.6947790868822019,0.27145087201702917,0.21039426986981763,0.2604166666666667
2,0.1473515497191448,0.6225197042906578,0.2944180934813159,0.23381543260339444,0.3004975124378109
3,0.14276546948296012,0.736136619571691,0.30268079521677765,0.24314332779882034,0.2015151515151515
4,0.1882935321435939,0.5671275504121458,0.3485468469176946,0.2429500980800386,0.31875
5,0.2348406406850109,0.5751638970725993,0.3978582203371909,0.275791743165861,0.2536231884057971
6,0.17187197268180074,0.7608836496249154,0.34436824351966305,0.2777302864312409,0.175
7,0.21535473692301516,0.6499116755912705,0.3598245262789229,0.2841400432069793,0.23333333333333334
