class_label,sc,cc,wcis,exbale,flag_rate
0,0.09169789380488907,0.39196251089032436,0.2213189067769147,0.13307317549053707,0.5406862745098039
1,0.09697466044448087,0.5259813097585511,0.2503240777394921,0.16774951473142374,0.41597222222222224
2,0.08150713816175308,0.3576577558531275,0.21677873953664326,0.12884792473802736,0.590547263681592
3,0.12337724517954378,0.47450644169393874,0.2772783717029431,0.18026863883274052,0.4303030303030303
4,0.13381743328276688,0.3838281212476102,0.27115983104158653,0.16203889162026905,0.50625
5,0.11734096791810622,0.2096337911698609,0.27015053397490213,0.1254966538537018,0.6811594202898551
6,0.0648517551996778,0.3840061063613242,0.20056885788289944,0.1105557530834573,0.5854166666666667
7,0.08947398811875566,0.2528551672690102,0.2375425143678016,0.11381861562367553,0.6696969696969697
